0	0
0	10
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	9
0	10
0	10
0	10
0	10
0	10
0	10
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	10
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	9
0	13
0	8
0	12
0	13
0	11
0	11
0	10
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	11
0	10
0	11
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	11
0	10
0	11
0	11
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	11
0	11
0	11
0	11
0	10
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	9
0	10
0	9
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	11
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	11
1	10
1	10
1	11
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	11
1	10
1	11
1	11
1	11
1	11
1	11
1	11
1	11
1	11
1	11
1	11
1	11
1	10
1	11
1	10
1	10
1	10
1	10
1	11
1	10
1	11
1	10
1	11
1	11
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
